iter	Logloss
304	0.1489614345
305	0.1489380541
306	0.1489347343
307	0.1488809248
308	0.1488694253
309	0.1487607111
310	0.1486764169
311	0.1486222183
312	0.148517684
313	0.1483826177
314	0.1483732797
315	0.148262253
316	0.1481675568
317	0.1481645069
318	0.1480834126
319	0.1480789128
320	0.148053035
321	0.1479427037
322	0.1478651637
323	0.1478624106
324	0.1477750882
325	0.1476505505
326	0.1475564175
327	0.1474176338
328	0.1473807915
329	0.1472039213
330	0.1471705772
331	0.1471233128
332	0.1470638219
333	0.1469888859
334	0.1469773551
335	0.1469748649
336	0.1468995397
337	0.1468245788
338	0.1466256461
339	0.1465092512
340	0.1464996612
341	0.1464960436
342	0.1463376775
343	0.1463000494
344	0.1462421568
345	0.146232296
346	0.1461382496
347	0.145929795
348	0.1459084985
349	0.1458253376
350	0.1458103251
351	0.1457712873
352	0.1457597149
353	0.1456744984
354	0.1456595013
355	0.1456301659
356	0.1455611292
357	0.1455020145
358	0.1454491282
359	0.1453097173
360	0.1451866463
361	0.1450491252
362	0.1450352974
363	0.1448829161
364	0.1448170263
365	0.1447854213
366	0.1446902146
367	0.1446644005
368	0.1446622661
369	0.1446424116
370	0.1445678146
371	0.1445112121
372	0.1443228002
373	0.1442895689
374	0.144217475
375	0.1441140933
376	0.144110544
377	0.1439709718
378	0.1439385395
379	0.1439365436
380	0.1438538634
381	0.1437854461
382	0.1437337482
383	0.143695642
384	0.1436623549
385	0.1436491302
386	0.1435321102
387	0.1434015246
388	0.1433868104
389	0.1432821663
390	0.1431608298
391	0.1431071489
392	0.143022684
393	0.1430116365
394	0.1429815997
395	0.1429717877
396	0.1428872489
397	0.1428413269
398	0.1428127112
399	0.1428104609
400	0.1427941387
401	0.1427436048
402	0.1426981822
403	0.1426243105
404	0.1425868489
405	0.1425371524
406	0.1425187119
407	0.1424922241
408	0.1424483379
409	0.1423830816
410	0.1423143976
411	0.1422050478
412	0.1421515859
413	0.1420813915
414	0.1420301303
415	0.141953701
416	0.1418894762
417	0.141840058
418	0.1416543196
419	0.1416071888
420	0.1415449188
421	0.1415086469
422	0.1413079411
423	0.1412796014
424	0.1411861727
425	0.1410672582
426	0.1410323127
427	0.1409661433
428	0.1408997051
429	0.1407608306
430	0.1406711338
431	0.1406532838
432	0.1406360133
433	0.1405812873
434	0.1403757548
435	0.1403236549
436	0.1402031629
437	0.140188499
438	0.1401608937
439	0.1400491815
440	0.1399940745
441	0.1398276441
442	0.1398186522
443	0.1398127011
444	0.1397098961
445	0.1396287914
446	0.1395278626
447	0.1393935456
448	0.1393725604
449	0.1392590842
450	0.1391222259
451	0.1390804197
452	0.1390731553
453	0.1390649658
454	0.1390502927
455	0.139040288
456	0.1389992218
457	0.1389514415
458	0.1388217563
459	0.1387880772
460	0.1387766003
461	0.1386974381
462	0.1385854724
463	0.1385538532
464	0.1385480171
465	0.1385093637
466	0.1384794178
467	0.1384287256
468	0.1383692128
469	0.1383386736
470	0.1381775665
471	0.1381530652
472	0.1381176352
473	0.1381075432
474	0.1380019112
475	0.1379975454
476	0.1379782623
477	0.1379689699
478	0.1379589757
479	0.1379302772
480	0.1379250292
481	0.1378851026
482	0.1378684105
483	0.1378627442
484	0.1378489599
485	0.1378337577
486	0.1378050528
487	0.1377997116
488	0.1377490309
489	0.1377356709
490	0.1377075463
491	0.1375901486
492	0.1375378859
493	0.1374989672
494	0.1374929277
495	0.1374326966
496	0.1374289045
497	0.1372273447
498	0.1372231944
499	0.1372035807
500	0.1371997676
501	0.1371631838
502	0.1371073975
503	0.137055742
504	0.1370481892
505	0.1370167331
506	0.1369854192
507	0.1369664592
508	0.1369566009
509	0.1368176157
510	0.1367672282
511	0.1367434681
512	0.1366257945
513	0.1365540707
514	0.1364813123
515	0.1364602704
516	0.1364518929
517	0.1364086439
518	0.1363700499
519	0.1363413485
520	0.1363218047
521	0.1363021246
522	0.1362955084
523	0.1362794212
524	0.1361096288
525	0.1361020811
526	0.1360725097
527	0.1360365648
528	0.1359373704
529	0.1359130372
530	0.1358752207
531	0.1358153561
532	0.1357319936
533	0.1356918816
534	0.1355875325
535	0.1355701043
536	0.13549115
537	0.1353610651
538	0.1353161584
539	0.135296765
540	0.1352607815
541	0.1352559596
542	0.1352145419
543	0.1351917253
544	0.1350390962
545	0.134981314
546	0.1349394105
547	0.1348619744
548	0.1348388219
549	0.1347457375
550	0.1346492475
551	0.134603486
552	0.1345940232
553	0.1344746308
554	0.1344625507
555	0.1343630739
556	0.1343307331
557	0.1343086199
558	0.1342467812
559	0.1341950308
560	0.1341111501
561	0.1340626052
562	0.1340363521
563	0.1339940772
564	0.13396759
565	0.1339611876
566	0.1338992796
567	0.1338936685
568	0.1338646749
569	0.1338076304
570	0.133755987
571	0.1337461446
572	0.133683678
573	0.133584342
574	0.1335803992
575	0.1335742064
576	0.1335459762
577	0.1335379297
578	0.1335081879
579	0.1335003989
580	0.1334932328
581	0.1334744915
582	0.1334426538
583	0.1333823977
584	0.1333561569
585	0.1333048212
586	0.1332091956
587	0.1331866999
588	0.1330733707
589	0.1330662206
590	0.1329548138
591	0.1329404295
592	0.1329048983
593	0.1328776832
594	0.1328652765
595	0.132821529
596	0.1327600759
597	0.1327422319
598	0.132733567
599	0.1326083492
600	0.1325051909
601	0.1323992234
602	0.1323053438
603	0.1322166544
604	0.1321545619
605	0.132100335
606	0.1320937928
607	0.1320760089
608	0.1320467434
609	0.1320264199
610	0.1319134849
611	0.1318444646
612	0.1318360765
613	0.1317922474
614	0.1317849576
615	0.1317371458
616	0.1317177819
617	0.1316474101
618	0.1316230711
619	0.1315942503
620	0.1315135775
621	0.1313998065
622	0.1312818692
623	0.1312371661
624	0.1311667024
625	0.1311604145
626	0.1311416311
627	0.1310986066
628	0.1310369582
629	0.1310304555
630	0.1309723893
631	0.1309656393
632	0.1309440465
633	0.1308658781
634	0.1308349821
635	0.1308285974
636	0.1308030473
637	0.130711528
638	0.1307036649
639	0.1306594759
640	0.1306400502
641	0.1305309251
642	0.1304243813
643	0.1304184104
644	0.1303746654
645	0.1302649291
646	0.1302612429
647	0.1302434934
648	0.1302162039
649	0.1300494676
650	0.1298724927
651	0.1298701124
652	0.129853134
653	0.1298367081
654	0.1297537777
655	0.1297063148
656	0.129666424
657	0.1296629088
658	0.1296394689
659	0.1295946237
660	0.1295898473
661	0.1295273756
662	0.1295108586
663	0.1294315715
664	0.1293904436
665	0.1292226499
666	0.1291775513
667	0.1291697155
668	0.1291634031
669	0.1291314104
670	0.1291193496
671	0.1291098242
672	0.1290544185
673	0.1290497582
674	0.1290299788
675	0.1290238124
676	0.1289864996
677	0.128948668
678	0.128891542
679	0.1288213444
680	0.1287314014
681	0.1286046023
682	0.1285367346
683	0.12847075
684	0.1284423168
685	0.12841936
686	0.1284005404
687	0.1283213199
688	0.1283143512
689	0.1283076564
690	0.1282670463
691	0.1281698777
692	0.1281228453
693	0.1280201646
694	0.1279249676
695	0.1279034043
696	0.1277963431
697	0.1277515953
698	0.1277475438
699	0.1277319314
700	0.1277260432
701	0.1277117495
702	0.1276063567
703	0.1275180861
704	0.1274385981
705	0.1274347241
706	0.1274277899
707	0.1273777245
708	0.1273761011
709	0.1273459552
710	0.1272548257
711	0.1272331079
712	0.1271710615
713	0.1270212261
714	0.1270114453
715	0.1269939895
716	0.126904068
717	0.1268827311
718	0.1268469753
719	0.1268441819
720	0.1268079149
721	0.1266819458
722	0.1266402398
723	0.1265762482
724	0.1265179412
725	0.1265146695
726	0.1263874137
727	0.1263685755
728	0.1263523332
729	0.1262851527
730	0.1262116913
731	0.12620628
732	0.1261639384
733	0.1260852158
734	0.1260196323
735	0.1259771105
736	0.1259739975
737	0.1258615548
738	0.1257951252
739	0.1257343968
740	0.1256660039
741	0.1256322896
742	0.1256284158
743	0.1255284471
744	0.1255014013
745	0.1254425588
746	0.1253841484
747	0.1253781082
748	0.1253732078
749	0.1253400262
750	0.1253059361
751	0.1252676856
752	0.1252647365
753	0.1251825454
754	0.1251757008
755	0.1251011894
756	0.1250959777
757	0.1250923562
758	0.1250270466
759	0.124981813
760	0.1249601962
761	0.1249216686
762	0.1248861126
763	0.1247482975
764	0.1246832936
765	0.1246198026
766	0.1245911698
767	0.1244811384
768	0.1244115682
769	0.1244057552
770	0.1243209462
771	0.1242752803
772	0.1241955501
773	0.1241309988
774	0.1240777599
775	0.1240651156
776	0.1240607084
777	0.1240172702
778	0.1240013617
779	0.1239711343
780	0.1239683852
781	0.1239467092
782	0.1238986956
783	0.1238922008
784	0.1238877159
785	0.1238626293
786	0.1238600795
787	0.1238229487
788	0.1237886169
789	0.1237745438
790	0.1237094509
791	0.1236641706
792	0.1236470239
793	0.1236386778
794	0.1236362069
795	0.1236076452
796	0.1235987028
797	0.1235432534
798	0.1234036179
799	0.1233573676
800	0.1233534973
801	0.1232775167
802	0.1232306853
803	0.1231349719
804	0.1230675928
805	0.1230602131
806	0.1230165918
807	0.1229748209
808	0.1229732335
809	0.1229271654
810	0.1229251761
811	0.122920399
812	0.1227970303
813	0.1227936798
814	0.1227231059
815	0.1226354356
816	0.1225780601
817	0.1224918072
818	0.1224761459
819	0.1224318484
820	0.1223821697
821	0.1223169414
822	0.1223103982
823	0.1222750394
824	0.122269226
825	0.1222348288
826	0.1222290579
827	0.1222258831
828	0.1222096166
829	0.1221564855
830	0.121993776
831	0.1219876852
832	0.1219458417
833	0.1218742215
834	0.1218566432
835	0.12183973
836	0.1218046619
837	0.1217781755
838	0.1217762472
839	0.1217597069
840	0.121721321
841	0.1217115668
842	0.1216685238
843	0.121597549
844	0.1215868989
845	0.1215632304
846	0.1215372648
847	0.1215313597
848	0.121472997
849	0.1214481304
850	0.1213618267
851	0.1213389395
852	0.1212356243
853	0.1212109417
854	0.121183027
855	0.1211120241
856	0.1210753319
857	0.1210735358
858	0.1210267387
859	0.1209254399
860	0.1208818433
861	0.120865286
862	0.120822966
863	0.1207710232
864	0.1207078876
865	0.1206526963
866	0.1206400787
867	0.1205919041
868	0.1204737325
869	0.1204508341
870	0.1204454997
871	0.1203915176
872	0.1203878645
873	0.1203452354
874	0.1203003537
875	0.1202346054
876	0.1202040985
877	0.1201910452
878	0.1201641575
879	0.1201514117
880	0.1201463213
881	0.1201313937
882	0.120115325
883	0.1200662742
884	0.1200303413
885	0.1199998396
886	0.1199479158
887	0.1198842705
888	0.1198182481
889	0.1198137806
890	0.1197790525
891	0.1197741568
892	0.1197589066
893	0.1197451424
894	0.1196833633
895	0.1196387682
896	0.1196373359
897	0.119629807
898	0.1195904521
899	0.1195057093
900	0.1195014995
901	0.1194913998
902	0.1194744602
903	0.1194087773
904	0.1193789635
905	0.1192869336
906	0.1192550428
907	0.1192178447
908	0.1191602231
909	0.1191398672
910	0.1191263174
911	0.1191031743
912	0.1190703614
913	0.1190640615
914	0.1190078508
915	0.1189952177
916	0.1189060541
917	0.1188707739
918	0.1188572328
919	0.1188499388
920	0.1188015706
921	0.1187626914
922	0.1187585901
923	0.1187277296
924	0.1186965508
925	0.1186778505
926	0.1186260876
927	0.1185858921
928	0.118571798
929	0.1185281358
930	0.1184887393
931	0.118479087
932	0.1184380243
933	0.1184075276
934	0.1183286033
935	0.1183116776
936	0.1182949666
937	0.1182608374
938	0.1182469111
939	0.118243
940	0.1182266271
941	0.1182132182
942	0.1182012595
943	0.1181918974
944	0.1181757738
945	0.1181658313
946	0.1181460664
947	0.1181013351
948	0.1180842144
949	0.1180721815
950	0.1179781636
951	0.1179522776
952	0.1179101863
953	0.1178770832
954	0.1178499505
955	0.1177406162
956	0.117727343
957	0.1176817277
958	0.1176722109
959	0.1176384003
960	0.1176298702
961	0.1175773411
962	0.1175607935
963	0.1175516651
964	0.117502785
965	0.1174904091
966	0.1174817028
967	0.1174771651
968	0.1174698935
969	0.1174572978
970	0.1174203362
971	0.1174046752
972	0.1174025792
973	0.1173651173
974	0.1173122027
975	0.1172763803
976	0.1172336963
977	0.1172168311
978	0.1172087126
979	0.117170825
980	0.1171665792
981	0.1170492778
982	0.1170461162
983	0.1170170387
984	0.1169900809
985	0.1168991812
986	0.1168546077
987	0.1168267781
988	0.1168172482
989	0.1167658336
990	0.1167265574
991	0.1167002021
992	0.1166460694
993	0.1166291421
994	0.1166047154
995	0.1165923237
996	0.1165834504
997	0.1164374825
998	0.1164125049
999	0.1163810529
